,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Weekdays,Time_Of_The_Day
9820,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → MUM → BLR,08:25:00,04:40:00,1215,1.0,In-flight meal not included,8586,1,5,2019,Wednesday,Morning
9821,IndiGo,2019-03-09,Delhi,Cochin,DEL → MUM → COK,15:00:00,01:35:00,635,1.0,No info,13611,9,3,2019,Saturday,Afternoon
9822,IndiGo,2019-05-09,Delhi,Cochin,DEL → HYD → COK,16:10:00,22:30:00,380,1.0,No info,6704,9,5,2019,Thursday,Afternoon
9823,IndiGo,2019-05-09,Kolkata,Banglore,CCU → MAA → BLR,06:20:00,10:20:00,240,1.0,No info,4226,9,5,2019,Thursday,Morning
9824,Air India,2019-04-06,Banglore,Delhi,BLR → DEL,17:00:00,19:45:00,165,0.0,No info,4651,6,4,2019,Saturday,Afternoon
9825,SpiceJet,2019-05-27,Kolkata,Banglore,CCU → BLR,22:20:00,00:40:00,140,0.0,No info,3873,27,5,2019,Monday,Night
9826,GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,20:55:00,23:50:00,175,0.0,No info,7222,3,3,2019,Sunday,Evening
9827,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → MUM → COK,11:30:00,21:00:00,570,1.0,No info,13727,15,5,2019,Wednesday,Morning
9828,IndiGo,2019-03-27,Delhi,Cochin,DEL → MUM → COK,09:10:00,15:30:00,380,1.0,No info,10141,27,3,2019,Wednesday,Morning
9829,SpiceJet,2019-04-24,Banglore,Delhi,BLR → DEL,21:10:00,00:05:00,175,0.0,No info,3625,24,4,2019,Wednesday,Night
9830,IndiGo,2019-04-15,Delhi,Cochin,DEL → HYD → COK,07:35:00,16:10:00,515,1.0,No info,6442,15,4,2019,Monday,Morning
9831,Jet Airways,2019-05-06,Banglore,Delhi,BLR → DEL,17:45:00,20:45:00,180,0.0,No info,7229,6,5,2019,Monday,Afternoon
9832,Air Asia,2019-06-24,Delhi,Cochin,DEL → BLR → COK,16:45:00,06:35:00,830,1.0,No info,6752,24,6,2019,Monday,Afternoon
9833,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → MUM → BLR,21:10:00,18:10:00,1260,1.0,No info,13759,24,3,2019,Sunday,Night
9834,Air India,2019-03-06,Mumbai,Hyderabad,MUM → BBI → HYD,12:00:00,12:25:00,1465,1.0,No info,14408,6,3,2019,Wednesday,Afternoon
9835,Air India,2019-06-09,Delhi,Cochin,DEL → CCU → MUM → COK,20:15:00,19:15:00,1380,2.0,No info,13381,9,6,2019,Sunday,Evening
9836,Vistara,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,20:20:00,1640,1.0,No info,9135,1,4,2019,Monday,Afternoon
9837,IndiGo,2019-05-15,Kolkata,Banglore,CCU → NAG → BLR,18:05:00,23:30:00,325,1.0,No info,6218,15,5,2019,Wednesday,Evening
9838,SpiceJet,2019-04-27,Kolkata,Banglore,CCU → BLR,09:00:00,11:25:00,145,0.0,No info,4174,27,4,2019,Saturday,Morning
9839,Air India,2019-06-06,Kolkata,Banglore,CCU → HYD → BLR,19:00:00,11:05:00,965,1.0,No info,6117,6,6,2019,Thursday,Evening
9840,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,21:05:00,690,1.0,In-flight meal not included,10703,15,5,2019,Wednesday,Morning
9841,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,09:45:00,1450,1.0,No info,12692,12,6,2019,Wednesday,Morning
9842,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,10:55:00,1075,1.0,In-flight meal not included,10539,6,6,2019,Thursday,Afternoon
9843,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → MUM → BLR,13:55:00,19:40:00,345,1.0,In-flight meal not included,11134,24,3,2019,Sunday,Afternoon
9844,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,21:20:00,00:15:00,175,0.0,No info,4777,24,3,2019,Sunday,Night
9845,Jet Airways,2019-05-18,Delhi,Cochin,DEL → MUM → COK,11:30:00,12:35:00,1505,1.0,In-flight meal not included,12373,18,5,2019,Saturday,Morning
9846,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → HYD → MAA → COK,13:05:00,21:20:00,495,2.0,No info,11966,3,3,2019,Sunday,Afternoon
9847,IndiGo,2019-05-15,Chennai,Kolkata,MAA → CCU,22:05:00,00:25:00,140,0.0,No info,5277,15,5,2019,Wednesday,Night
9849,Jet Airways,2019-06-06,Delhi,Cochin,DEL → MUM → COK,14:00:00,19:00:00,300,1.0,No info,14714,6,6,2019,Thursday,Afternoon
9850,IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,22:20:00,01:10:00,170,0.0,No info,6144,9,3,2019,Saturday,Night
9851,Air India,2019-04-01,Banglore,Delhi,BLR → DEL,13:20:00,16:10:00,170,0.0,No info,5911,1,4,2019,Monday,Afternoon
9852,Vistara,2019-03-12,Mumbai,Hyderabad,MUM → DEL → HYD,19:45:00,19:55:00,1450,1.0,No info,12080,12,3,2019,Tuesday,Evening
9853,IndiGo,2019-04-06,Banglore,Delhi,BLR → DEL,10:30:00,13:20:00,170,0.0,No info,4423,6,4,2019,Saturday,Morning
9854,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → MUM → COK,09:00:00,21:00:00,720,1.0,No info,7618,27,5,2019,Monday,Morning
9855,Air Asia,2019-05-27,Banglore,Delhi,BLR → DEL,11:10:00,13:55:00,165,0.0,No info,3383,27,5,2019,Monday,Morning
9857,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → MUM → COK,06:00:00,21:00:00,900,1.0,No info,7670,18,5,2019,Saturday,Morning
9858,IndiGo,2019-05-15,Kolkata,Banglore,CCU → BLR,04:40:00,07:15:00,155,0.0,No info,4804,15,5,2019,Wednesday,Night
9859,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → MUM → DEL,20:35:00,18:25:00,1310,1.0,In-flight meal not included,11087,12,3,2019,Tuesday,Evening
9860,Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,11:10:00,14:05:00,175,0.0,No info,7229,18,4,2019,Thursday,Morning
9861,SpiceJet,2019-03-03,Chennai,Kolkata,MAA → CCU,08:20:00,10:35:00,135,0.0,No info,7050,3,3,2019,Sunday,Morning
9862,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → MUM → BLR,20:00:00,18:15:00,1335,1.0,No info,12681,1,4,2019,Monday,Evening
9863,SpiceJet,2019-04-03,Delhi,Cochin,DEL → PNQ → COK,08:45:00,13:15:00,270,1.0,No check-in baggage included,4098,3,4,2019,Wednesday,Morning
9864,SpiceJet,2019-05-12,Chennai,Kolkata,MAA → CCU,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543,12,5,2019,Sunday,Morning
9865,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,18:00:00,1295,1.0,No info,14151,21,5,2019,Tuesday,Evening
9866,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → MUM → BLR,06:30:00,22:35:00,965,1.0,No info,13339,24,3,2019,Sunday,Morning
9867,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → MUM → BLR,21:10:00,12:00:00,890,1.0,In-flight meal not included,9663,24,5,2019,Friday,Night
9868,Jet Airways,2019-05-27,Delhi,Cochin,DEL → MUM → COK,11:30:00,04:25:00,1015,1.0,In-flight meal not included,12898,27,5,2019,Monday,Morning
9869,Air India,2019-06-03,Delhi,Cochin,DEL → JAI → MUM → COK,12:00:00,19:15:00,435,2.0,No info,8603,3,6,2019,Monday,Afternoon
9870,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → MUM → BLR,16:30:00,12:00:00,1170,1.0,No info,13044,12,6,2019,Wednesday,Afternoon
9871,SpiceJet,2019-03-06,Kolkata,Banglore,CCU → BLR,17:15:00,19:45:00,150,0.0,No info,4622,6,3,2019,Wednesday,Afternoon
9872,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → MUM → COK,14:00:00,21:00:00,420,1.0,No info,13062,21,3,2019,Thursday,Afternoon
9873,Multiple carriers,2019-06-12,Delhi,Cochin,DEL → MUM → COK,09:15:00,19:00:00,585,1.0,No info,11622,12,6,2019,Wednesday,Morning
9874,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → MUM → DEL,20:35:00,20:20:00,1425,1.0,In-flight meal not included,11087,12,3,2019,Tuesday,Evening
9875,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → MUM → COK,10:20:00,19:00:00,520,1.0,No info,11789,15,6,2019,Saturday,Morning
9876,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → MUM → BLR,18:55:00,09:20:00,865,1.0,In-flight meal not included,9663,9,5,2019,Thursday,Evening
9877,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → MUM → DEL,08:55:00,16:10:00,435,1.0,No info,19225,6,3,2019,Wednesday,Morning
9878,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → MUM → COK,11:40:00,01:30:00,830,1.0,In-flight meal not included,5797,27,6,2019,Thursday,Morning
9879,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → MUM → COK,12:50:00,19:15:00,385,1.0,No info,9526,1,6,2019,Saturday,Afternoon
9880,Jet Airways,2019-04-09,Banglore,Delhi,BLR → DEL,19:50:00,22:50:00,180,0.0,No info,7229,9,4,2019,Tuesday,Evening
9881,Multiple carriers,2019-04-09,Delhi,Cochin,DEL → MUM → COK,08:30:00,19:00:00,630,1.0,No info,10877,9,4,2019,Tuesday,Morning
9882,Air India,2019-03-06,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15:00,22:55:00,880,2.0,No info,13942,6,3,2019,Wednesday,Morning
9883,Air Asia,2019-05-09,Banglore,Delhi,BLR → DEL,11:10:00,13:55:00,165,0.0,No info,3383,9,5,2019,Thursday,Morning
9884,Jet Airways,2019-06-15,Delhi,Cochin,DEL → MUM → COK,14:00:00,04:25:00,865,1.0,In-flight meal not included,10262,15,6,2019,Saturday,Afternoon
9885,Air India,2019-05-24,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50:00,20:25:00,875,2.0,No info,11201,24,5,2019,Friday,Night
9886,Jet Airways,2019-06-01,Delhi,Cochin,DEL → MUM → COK,19:15:00,04:25:00,550,1.0,In-flight meal not included,10262,1,6,2019,Saturday,Evening
9887,Air India,2019-06-03,Delhi,Cochin,DEL → GOI → MUM → COK,22:00:00,19:15:00,1275,2.0,No info,10231,3,6,2019,Monday,Night
9888,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → MUM → DEL,14:05:00,08:15:00,1090,1.0,In-flight meal not included,9134,15,3,2019,Friday,Afternoon
9889,Air Asia,2019-05-18,Kolkata,Banglore,CCU → BLR,10:20:00,12:55:00,155,0.0,No info,5645,18,5,2019,Saturday,Morning
9890,Jet Airways,2019-06-01,Delhi,Cochin,DEL → MUM → COK,15:00:00,04:25:00,805,1.0,No info,14714,1,6,2019,Saturday,Afternoon
9891,Air India,2019-03-06,Delhi,Cochin,DEL → AMD → MUM → COK,16:40:00,19:15:00,1595,2.0,No info,12646,6,3,2019,Wednesday,Afternoon
9892,Air India,2019-06-03,Delhi,Cochin,DEL → GOI → MUM → COK,10:55:00,19:15:00,500,2.0,No info,12173,3,6,2019,Monday,Morning
9893,IndiGo,2019-06-12,Mumbai,Hyderabad,MUM → HYD,21:20:00,22:50:00,90,0.0,No info,2227,12,6,2019,Wednesday,Night
9894,Multiple carriers,2019-05-06,Delhi,Cochin,DEL → MUM → COK,07:30:00,19:00:00,690,1.0,No info,10529,6,5,2019,Monday,Morning
9895,Jet Airways,2019-05-18,Delhi,Cochin,DEL → COK,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202,18,5,2019,Saturday,Morning
9896,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → MUM → COK,09:00:00,21:00:00,720,1.0,In-flight meal not included,7886,27,5,2019,Monday,Morning
9897,SpiceJet,2019-06-18,Mumbai,Hyderabad,MUM → HYD,22:45:00,00:15:00,90,0.0,No info,2017,18,6,2019,Tuesday,Night
9898,IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,05:05:00,16:10:00,665,1.0,No info,6171,27,4,2019,Saturday,Night
9899,Jet Airways,2019-06-03,Mumbai,Hyderabad,MUM → HYD,02:55:00,04:20:00,85,0.0,In-flight meal not included,4050,3,6,2019,Monday,Night
9900,SpiceJet,2019-05-09,Kolkata,Banglore,CCU → KNU → BLR,11:35:00,18:50:00,435,1.0,No info,8479,9,5,2019,Thursday,Morning
9901,Air Asia,2019-05-18,Banglore,Delhi,BLR → DEL,04:55:00,07:45:00,170,0.0,No info,4282,18,5,2019,Saturday,Night
9902,Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,20:20:00,20:20:00,1440,1.0,No info,9345,24,5,2019,Friday,Evening
9903,Air India,2019-06-24,Delhi,Cochin,DEL → TRV → COK,05:15:00,06:50:00,1535,1.0,No info,6587,24,6,2019,Monday,Night
9904,IndiGo,2019-05-03,Mumbai,Hyderabad,MUM → HYD,20:05:00,21:40:00,95,0.0,No info,2754,3,5,2019,Friday,Evening
9905,SpiceJet,2019-06-21,Banglore,Delhi,BLR → DEL,21:10:00,00:05:00,175,0.0,No check-in baggage included,3919,21,6,2019,Friday,Night
9907,Air India,2019-03-03,Banglore,New Delhi,BLR → BBI → DEL,09:30:00,16:20:00,410,1.0,No info,11654,3,3,2019,Sunday,Morning
9908,GoAir,2019-04-01,Banglore,Delhi,BLR → DEL,20:55:00,23:40:00,165,0.0,No info,4239,1,4,2019,Monday,Evening
9909,IndiGo,2019-05-27,Delhi,Cochin,DEL → HYD → COK,06:50:00,16:10:00,560,1.0,No info,6674,27,5,2019,Monday,Morning
9910,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → MUM → COK,13:00:00,01:30:00,750,1.0,No info,7198,24,6,2019,Monday,Afternoon
9911,IndiGo,2019-06-12,Kolkata,Banglore,CCU → PNQ → BLR,21:00:00,02:15:00,315,1.0,No info,5930,12,6,2019,Wednesday,Night
9912,Jet Airways,2019-05-09,Banglore,Delhi,BLR → DEL,07:10:00,10:10:00,180,0.0,No info,7229,9,5,2019,Thursday,Morning
9914,Air India,2019-06-12,Delhi,Cochin,DEL → LKO → MUM → COK,07:10:00,07:40:00,1470,2.0,No info,12488,12,6,2019,Wednesday,Morning
9915,IndiGo,2019-06-09,Chennai,Kolkata,MAA → CCU,05:15:00,07:40:00,145,0.0,No info,3540,9,6,2019,Sunday,Night
9916,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → MUM → BLR,20:00:00,09:20:00,800,1.0,In-flight meal not included,8529,12,6,2019,Wednesday,Evening
9918,GoAir,2019-05-24,Kolkata,Banglore,CCU → AMD → BLR,16:40:00,00:15:00,455,1.0,No info,8855,24,5,2019,Friday,Afternoon
9919,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → MUM → BLR,06:30:00,19:50:00,800,1.0,No info,14781,15,5,2019,Wednesday,Morning
9920,IndiGo,2019-06-27,Delhi,Cochin,DEL → MUM → COK,17:10:00,01:30:00,500,1.0,No info,5684,27,6,2019,Thursday,Afternoon
9921,Jet Airways,2019-05-09,Delhi,Cochin,DEL → JAI → MUM → COK,19:30:00,04:25:00,535,2.0,In-flight meal not included,13029,9,5,2019,Thursday,Evening
9922,Jet Airways,2019-05-01,Delhi,Cochin,DEL → AMD → MUM → COK,19:10:00,19:00:00,1430,2.0,No info,15129,1,5,2019,Wednesday,Evening
9923,Air India,2019-06-09,Kolkata,Banglore,CCU → MUM → BLR,09:25:00,18:30:00,545,1.0,No info,8576,9,6,2019,Sunday,Morning
9924,Jet Airways,2019-03-09,Banglore,New Delhi,BLR → MUM → DEL,08:55:00,11:25:00,1590,1.0,In-flight meal not included,11087,9,3,2019,Saturday,Morning
9925,Jet Airways,2019-06-09,Mumbai,Hyderabad,MUM → HYD,10:20:00,11:50:00,90,0.0,No info,5678,9,6,2019,Sunday,Morning
9926,Jet Airways,2019-03-21,Delhi,Cochin,DEL → MUM → COK,18:15:00,04:25:00,610,1.0,No info,12557,21,3,2019,Thursday,Evening
9927,IndiGo,2019-03-27,Chennai,Kolkata,MAA → CCU,11:35:00,14:00:00,145,0.0,No info,3858,27,3,2019,Wednesday,Morning
9928,Jet Airways,2019-05-09,Delhi,Cochin,DEL → MUM → COK,14:00:00,12:35:00,1355,1.0,In-flight meal not included,12373,9,5,2019,Thursday,Afternoon
9929,IndiGo,2019-03-18,Mumbai,Hyderabad,MUM → HYD,09:10:00,10:40:00,90,0.0,No info,4049,18,3,2019,Monday,Morning
9930,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → MUM → DEL,16:55:00,00:45:00,470,1.0,No info,21934,15,3,2019,Friday,Afternoon
9931,Air India,2019-06-27,Kolkata,Banglore,CCU → BLR,14:15:00,16:45:00,150,0.0,No info,5510,27,6,2019,Thursday,Afternoon
9932,Vistara,2019-06-15,Delhi,Cochin,DEL → COK,14:40:00,17:50:00,190,0.0,No info,6216,15,6,2019,Saturday,Afternoon
9933,Air India,2019-04-01,Mumbai,Hyderabad,MUM → HYD,19:30:00,20:45:00,75,0.0,No info,2050,1,4,2019,Monday,Evening
9934,IndiGo,2019-04-03,Mumbai,Hyderabad,MUM → HYD,02:35:00,04:05:00,90,0.0,No info,2754,3,4,2019,Wednesday,Night
9935,IndiGo,2019-06-27,Chennai,Kolkata,MAA → CCU,07:55:00,10:15:00,140,0.0,No info,3850,27,6,2019,Thursday,Morning
9936,IndiGo,2019-05-06,Chennai,Kolkata,MAA → CCU,05:15:00,07:40:00,145,0.0,No info,3540,6,5,2019,Monday,Night
9937,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → MUM → BLR,06:30:00,08:15:00,1545,1.0,In-flight meal not included,9663,1,5,2019,Wednesday,Morning
9938,Air India,2019-03-06,Delhi,Cochin,DEL → HYD → MAA → COK,07:05:00,09:25:00,1580,2.0,No info,9190,6,3,2019,Wednesday,Morning
9939,Jet Airways,2019-05-27,Delhi,Cochin,DEL → MUM → COK,15:00:00,19:00:00,1680,1.0,In-flight meal not included,12898,27,5,2019,Monday,Afternoon
9940,GoAir,2019-04-15,Banglore,Delhi,BLR → DEL,07:45:00,10:40:00,175,0.0,No info,4632,15,4,2019,Monday,Morning
9941,SpiceJet,2019-03-24,Mumbai,Hyderabad,MUM → HYD,13:10:00,14:30:00,80,0.0,No info,2753,24,3,2019,Sunday,Afternoon
9943,Air India,2019-06-12,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50:00,08:55:00,1625,2.0,No info,12723,12,6,2019,Wednesday,Night
9944,IndiGo,2019-06-24,Kolkata,Banglore,CCU → BLR,11:30:00,14:05:00,155,0.0,No info,4804,24,6,2019,Monday,Morning
9945,IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,20:00:00,22:50:00,170,0.0,No info,4823,18,4,2019,Thursday,Evening
9946,Air Asia,2019-06-27,Delhi,Cochin,DEL → BLR → COK,07:55:00,13:25:00,330,1.0,No info,6152,27,6,2019,Thursday,Morning
9947,Vistara,2019-06-27,Delhi,Cochin,DEL → COK,06:00:00,09:10:00,190,0.0,No info,6216,27,6,2019,Thursday,Morning
9948,IndiGo,2019-06-24,Delhi,Cochin,DEL → BLR → COK,02:00:00,07:45:00,345,1.0,No info,6016,24,6,2019,Monday,Night
9949,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → MUM → COK,09:15:00,19:00:00,585,1.0,No info,11622,27,6,2019,Thursday,Morning
9950,Air India,2019-05-06,Kolkata,Banglore,CCU → BBI → MUM → BLR,12:00:00,21:50:00,590,2.0,No info,10151,6,5,2019,Monday,Afternoon
9952,Jet Airways,2019-06-12,Delhi,Cochin,DEL → ATQ → MUM → COK,20:00:00,04:25:00,505,2.0,In-flight meal not included,12410,12,6,2019,Wednesday,Evening
9953,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → MUM → DEL,05:45:00,08:15:00,1590,1.0,No info,12547,12,3,2019,Tuesday,Night
9954,Jet Airways,2019-06-15,Delhi,Cochin,DEL → MUM → COK,22:50:00,12:35:00,825,1.0,In-flight meal not included,10262,15,6,2019,Saturday,Night
9955,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → MUM → COK,11:30:00,19:15:00,465,1.0,No info,14323,9,5,2019,Thursday,Morning
9956,Jet Airways,2019-06-21,Mumbai,Hyderabad,MUM → HYD,19:35:00,21:05:00,90,0.0,In-flight meal not included,3210,21,6,2019,Friday,Evening
9957,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → MUM → COK,10:00:00,21:00:00,660,1.0,No info,16863,3,3,2019,Sunday,Morning
9958,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → MUM → COK,11:25:00,19:15:00,470,1.0,No info,8937,1,6,2019,Saturday,Morning
9959,Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → MUM → COK,19:10:00,04:25:00,1995,2.0,No info,10929,27,3,2019,Wednesday,Evening
9960,IndiGo,2019-06-09,Delhi,Cochin,DEL → MUM → COK,10:35:00,01:30:00,895,1.0,No info,6104,9,6,2019,Sunday,Morning
9961,SpiceJet,2019-03-21,Delhi,Cochin,DEL → MAA → COK,15:55:00,21:55:00,360,1.0,No info,5511,21,3,2019,Thursday,Afternoon
9962,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → MUM → BLR,21:10:00,16:20:00,1150,1.0,No info,13759,24,3,2019,Sunday,Night
9963,Air India,2019-05-21,Delhi,Cochin,DEL → NAG → MUM → COK,05:55:00,07:40:00,1545,2.0,No info,11543,21,5,2019,Tuesday,Night
9964,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,19:10:00,575,1.0,No info,13067,18,5,2019,Saturday,Morning
9965,Jet Airways,2019-06-15,Delhi,Cochin,DEL → MUM → COK,07:05:00,04:25:00,1280,1.0,In-flight meal not included,10262,15,6,2019,Saturday,Morning
9966,Air India,2019-06-06,Delhi,Cochin,DEL → CCU → MUM → COK,16:55:00,19:15:00,1580,2.0,No info,13591,6,6,2019,Thursday,Afternoon
9967,Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → MUM → COK,19:10:00,19:45:00,1475,2.0,No info,10929,27,3,2019,Wednesday,Evening
9968,Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,19:50:00,22:50:00,180,0.0,No info,7229,27,4,2019,Saturday,Evening
9969,Air Asia,2019-05-15,Delhi,Cochin,DEL → BLR → COK,07:55:00,13:25:00,330,1.0,No info,6451,15,5,2019,Wednesday,Morning
9970,IndiGo,2019-03-03,Chennai,Kolkata,MAA → CCU,11:35:00,14:00:00,145,0.0,No info,7295,3,3,2019,Sunday,Morning
9971,IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,01:30:00,04:15:00,165,0.0,No info,3943,3,6,2019,Monday,Night
9972,SpiceJet,2019-05-15,Banglore,Delhi,BLR → DEL,21:10:00,00:05:00,175,0.0,No check-in baggage included,3573,15,5,2019,Wednesday,Night
9974,Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,09:45:00,09:25:00,1420,1.0,No info,24017,3,3,2019,Sunday,Morning
9975,Air India,2019-03-09,Delhi,Cochin,DEL → GOI → MUM → COK,10:55:00,19:15:00,1940,2.0,No info,17476,9,3,2019,Saturday,Morning
9976,Air India,2019-04-09,Kolkata,Banglore,CCU → HYD → BLR,19:00:00,11:05:00,965,1.0,No info,4647,9,4,2019,Tuesday,Evening
9977,IndiGo,2019-05-27,Delhi,Cochin,DEL → MUM → COK,11:25:00,21:00:00,575,1.0,No info,6314,27,5,2019,Monday,Morning
9979,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → MUM → DEL,05:45:00,16:10:00,625,1.0,No info,12284,18,3,2019,Monday,Night
9980,Jet Airways,2019-05-09,Banglore,Delhi,BLR → DEL,08:20:00,11:20:00,180,0.0,No info,7229,9,5,2019,Thursday,Morning
9981,Multiple carriers,2019-05-01,Delhi,Cochin,DEL → MUM → COK,08:30:00,19:00:00,630,1.0,No info,9627,1,5,2019,Wednesday,Morning
9982,Air India,2019-04-01,Kolkata,Banglore,CCU → BBI → MUM → BLR,12:00:00,21:50:00,590,2.0,No info,9258,1,4,2019,Monday,Afternoon
9983,SpiceJet,2019-06-03,Kolkata,Banglore,CCU → BLR,09:00:00,11:25:00,145,0.0,No info,3873,3,6,2019,Monday,Morning
9984,SpiceJet,2019-05-15,Kolkata,Banglore,CCU → BLR,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841,15,5,2019,Wednesday,Night
9985,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → HYD → COK,09:45:00,22:30:00,765,1.0,No info,10486,27,5,2019,Monday,Morning
9986,Jet Airways,2019-03-03,Delhi,Cochin,DEL → MUM → COK,16:00:00,18:50:00,1610,1.0,No info,17234,3,3,2019,Sunday,Afternoon
9987,IndiGo,2019-06-27,Delhi,Cochin,DEL → BLR → COK,05:10:00,10:05:00,295,1.0,No info,6496,27,6,2019,Thursday,Night
9988,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → MUM → COK,08:30:00,19:00:00,630,1.0,No info,9627,27,5,2019,Monday,Morning
9989,Air India,2019-06-12,Kolkata,Banglore,CCU → MUM → BLR,16:50:00,11:10:00,1100,1.0,No info,8366,12,6,2019,Wednesday,Afternoon
9990,Jet Airways,2019-05-27,Delhi,Cochin,DEL → ATQ → MUM → COK,20:00:00,04:25:00,505,2.0,In-flight meal not included,15318,27,5,2019,Monday,Evening
9991,SpiceJet,2019-03-24,Kolkata,Banglore,CCU → KNU → BLR,11:35:00,18:50:00,435,1.0,No info,9923,24,3,2019,Sunday,Morning
9992,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → GAU → BLR,10:20:00,17:35:00,435,1.0,In-flight meal not included,6077,1,4,2019,Monday,Morning
9993,Air India,2019-06-09,Chennai,Kolkata,MAA → CCU,11:40:00,13:55:00,135,0.0,No info,4667,9,6,2019,Sunday,Morning
9994,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → MUM → COK,08:30:00,19:15:00,645,1.0,No info,8099,9,5,2019,Thursday,Morning
9995,SpiceJet,2019-05-01,Mumbai,Hyderabad,MUM → HYD,13:15:00,14:45:00,90,0.0,No check-in baggage included,2385,1,5,2019,Wednesday,Afternoon
9996,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → IDR → MUM → COK,15:05:00,01:30:00,625,2.0,No info,15965,27,6,2019,Thursday,Afternoon
9997,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → MUM → BLR,06:30:00,18:15:00,705,1.0,In-flight meal not included,10844,6,5,2019,Monday,Morning
9998,Air India,2019-05-12,Banglore,Delhi,BLR → DEL,13:20:00,16:10:00,170,0.0,No info,6121,12,5,2019,Sunday,Afternoon
9999,IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,22:10:00,01:00:00,170,0.0,No info,3625,24,4,2019,Wednesday,Night
10000,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → MUM → COK,07:30:00,21:00:00,810,1.0,No info,8475,27,5,2019,Monday,Morning
10001,Jet Airways,2019-05-27,Delhi,Cochin,DEL → MUM → COK,07:05:00,19:00:00,715,1.0,In-flight meal not included,12898,27,5,2019,Monday,Morning
10002,IndiGo,2019-03-06,Delhi,Cochin,DEL → MAA → COK,02:05:00,07:25:00,320,1.0,No info,10851,6,3,2019,Wednesday,Night
10003,Air India,2019-03-21,Delhi,Cochin,DEL → BLR → COK,09:45:00,23:00:00,795,1.0,No info,5704,21,3,2019,Thursday,Morning
